index,input,name,qty,range_end,unit,comment
81070,1 1/2 cups yogurt,yogurt,1.5,0.0,cup,
81071,1/2 cup minced onion,onion,0.5,0.0,cup,minced
81072,"1 leg of lamb, 7 to 8 pounds, boned, rolled and tied",leg of lamb,1.0,0.0,,"7 to 8 pounds, boned, rolled and tied"
81073,"1 teaspoon dried dill weed, or 1 tablespoon fresh",dill weed,1.0,0.0,teaspoon,"dried, or 1 tablespoon fresh"
81074,"Salt, pepper and butter to taste","Salt, pepper and butter",0.0,0.0,,to taste
81075,1/2 teaspoon thyme,thyme,0.5,0.0,teaspoon,
81076,Juice of 2 lemons,lemons,2.0,0.0,,Juice of
81077,1/4 cup olive oil,olive oil,0.25,0.0,cup,
81078,3 eggs,eggs,3.0,0.0,,
81079,Juice of 1 lemon,lemon,1.0,0.0,,Juice of
81080,"1 clove garlic, crushed",garlic,1.0,0.0,clove,crushed
81081,Minced parsley,parsley,0.0,0.0,,Minced
81082,"1 teaspoon salt, or to taste",salt,1.0,0.0,teaspoon,or to taste
81083,1/4 cup long-grain rice,long-grain rice,0.25,0.0,cup,
81084,6 cups defatted lamb broth (made from lamb bones and scraps),lamb broth,6.0,0.0,cup,defatted (made from lamb bones and scraps)
81085,"1/3 cup fine egg noodles, well broken up",egg noodles,0.33,0.0,cup,"fine, well broken up"
81086,Sesame oil for garnishing,Sesame oil,0.0,0.0,,for garnishing
81087,1 teaspoon brown bean sauce (available in oriental groceries),brown bean sauce,1.0,0.0,teaspoon,available in oriental groceries
81088,1/2 teaspoon chili paste with garlic (available in oriental groceries),chili paste,0.5,0.0,teaspoon,with garlic (available in oriental groceries)
81089,1/4 cup chicken stock or water,chicken stock,0.25,0.0,cup,or water
81090,1/4 cup plus 1/2 teaspoon peanut oil,peanut oil,12.5,0.0,teaspoon,
81091,1/4 teaspoon pepper,pepper,0.25,0.0,teaspoon,
81092,1 teaspoon sake or dry sherry,sake,1.0,0.0,teaspoon,or dry sherry
81093,1/4 teaspoon sugar,sugar,0.25,0.0,teaspoon,
81094,1/2 teaspoon cornstarch,cornstarch,0.5,0.0,teaspoon,
81095,1 teaspoon soy sauce,soy sauce,1.0,0.0,teaspoon,
81096,1 pound green beans,beans,1.0,0.0,pound,green
81097,1/2 pound ground lamb,lamb,0.5,0.0,pound,ground
81098,1 cup hot coffee with sugar and cream,coffee,1.0,0.0,cup,hot with sugar and cream
81099,1/4 cup peanut oil,peanut oil,0.25,0.0,cup,
81100,"Rind of a large, fragrant orange, cut into eighths (white pulp removed)",fragrant orange,0.0,0.0,,"Rind of a large, cut into eighths (white pulp removed)"
81101,"2 large onions, sliced into thin rings",onions,2.0,0.0,,"large, sliced into thin rings"
81102,Salt to taste,Salt,0.0,0.0,,to taste
81103,3/4 pound lean raw lamb,lamb,0.75,0.0,pound,lean raw
81104,"2 tablespoons Sichuan peppercorns (ordinary black peppercorns, crushed, may be substituted)",Sichuan peppercorns,2.0,0.0,tablespoon,"ordinary black peppercorns, crushed, may be substituted"
81105,2 hot red chili peppers,hot red chili peppers,2.0,0.0,,
81106,1 cup hot coffee with sugar and cream,coffee,1.0,0.0,cup,hot with sugar and cream
81107,4 cups hot stock (lamb or chicken) or water,stock,4.0,0.0,cup,hot (lamb or chicken) or water
81108,6 black peppercorns,black peppercorns,6.0,0.0,,
81109,1 teaspoon salt,salt,1.0,0.0,teaspoon,
81110,"1 onion, sliced (optional)",onion,1.0,0.0,,sliced (optional)
81111,2 tablespoons canola oil,canola oil,2.0,0.0,tablespoon,
81112,1/2 teaspoon minced garlic,garlic,0.5,0.0,teaspoon,minced
81113,"8 anchovy fillets, roughly chopped",anchovy fillets,8.0,0.0,,roughly chopped
81114,2 tablespoons rice wine,rice wine,2.0,0.0,tablespoon,
81115,1/4 cup chicken broth,chicken broth,0.25,0.0,cup,
81116,2 teaspoons Vietnamese fish sauce,Vietnamese fish sauce,2.0,0.0,teaspoon,
81117,"Cooked white rice, optional",white rice,0.0,0.0,,"Cooked, optional"
81118,"1 leg of lamb, 7 to 8 pounds, boned, rolled and tied",lamb,1.0,0.0,,"leg of, 7 to 8 pounds, boned, rolled and tied"
81119,3 tablespoons butter mixed with 3 tablespoons chopped parsley,butter,3.0,0.0,tablespoon,mixed with 3 tablespoons chopped parsley
81120,"1 carrot, sliced",carrot,1.0,0.0,,sliced
81121,"1 pound gai lan, rinsed and trimmed",gai lan,1.0,0.0,pound,rinsed and trimmed
81122,,salt,1.0,0.0,pinch,
81123,2 tablespoons yellow Chinese chives cut into 1-inch strips,yellow Chinese chives,2.0,0.0,tablespoon,cut into 1-inch strips
81124,"4 eggs, beaten with a pinch of salt",eggs,4.0,0.0,,beaten with a pinch of salt
81125,"3 tablespoons finely minced Virginia ham, or other smoked ham",Virginia ham,3.0,0.0,tablespoon,"finely minced, or other smoked ham"
81126,3 ounces finely chopped pork shoulder,pork shoulder,3.0,0.0,ounce,finely chopped
81127,Salt,Salt,0.0,0.0,,
81128,Freshly ground white pepper,white pepper,0.0,0.0,,Freshly ground
81129,1 tablespoon canola oil,canola oil,1.0,0.0,tablespoon,
81130,1 teaspoon fish sauce,fish sauce,1.0,0.0,teaspoon,
81131,1 tablespoon finely minced anchovy,anchovy,1.0,0.0,tablespoon,finely minced
81132,"8 eggs, cracked into a bowl",eggs,8.0,0.0,,cracked into a bowl
81133,2 tablespoons butter,butter,2.0,0.0,tablespoon,
81134,"1 garlic clove, peeled",garlic,1.0,0.0,clove,peeled
81135,Freshly ground pepper to taste,freshly ground pepper to taste,0.0,0.0,,
81136,"Salt to taste, if desired","salt to taste, if desired",0.0,0.0,,
81137,1 teaspoon anchovy paste,anchovy paste,1.0,0.0,teaspoon,
81138,6 tablespoons vegetable oil,vegetable oil,6.0,0.0,tablespoon,
81139,1 teaspoon finely minced garlic,finely minced garlic,1.0,0.0,teaspoon,
81140,2 tablespoons Dijon-style mustard,Dijon-style mustard,2.0,0.0,tablespoon,
81141,3 tablespoons red-wine vinegar,red-wine vinegar,3.0,0.0,tablespoon,
81142,Freshly ground pepper to taste,freshly ground pepper to taste,0.0,0.0,,
81143,1/4 cup red-wine vinegar,red-wine vinegar,0.25,0.0,cup,
81144,"4 red, ripe tomatoes, about 2 pounds","red, ripe tomatoes, about 2 pounds",4.0,0.0,,
81145,"4 to 6 small zucchini, about 1 pound, trimmed","small zucchini, about 1 pound, trimmed",4.0,6.0,,
81146,"1 bunch scallions, trimmed","scallions, trimmed",1.0,0.0,bunch,
81147,"4 hard-cooked eggs, cut lengthwise into quarters","hard-cooked eggs, cut lengthwise into quarters",4.0,0.0,,
81148,1/4 cup finely chopped parsley,finely chopped parsley,0.25,0.0,cup,
81149,1 teaspoon finely minced garlic,finely minced garlic,1.0,0.0,teaspoon,
81150,2 tablespoons plus 1/2 cup olive oil,plus 1/2 cup olive oil,2.0,0.0,tablespoon,
81151,1 teaspoon ground cumin,ground cumin,1.0,0.0,teaspoon,
81152,1/4 teaspoon dried hot red pepper flakes,dried hot red pepper flakes,0.25,0.0,teaspoon,
81153,1/4 pound snow peas,snow peas,0.25,0.0,pound,
81154,"1 firm, unblemished green pepper, about 6 ounces","firm, unblemished green pepper, about 6 ounces",1.0,0.0,,
81155,1 cup finely chopped red onion,finely chopped red onion,1.0,0.0,cup,
81156,4 ears fresh corn,fresh corn,4.0,0.0,ear,
81157,"1 firm, unblemished red pepper, about 1/2 pound","firm, unblemished red pepper, about 1/2 pound",1.0,0.0,,
81158,Salt to taste if desired,salt to taste if desired,0.0,0.0,,
81159,"1 cup rice, preferably converted (not instant)","rice, preferably converted (not instant)",1.0,0.0,cup,
81160,4 cups water,water,4.0,0.0,cup,
81161,Freshly ground white pepper to taste,white pepper,0.0,0.0,,Freshly ground to taste
81162,1 pound raw shrimp in the shell,raw shrimp in the shell,1.0,0.0,pound,
81163,2 tablespoons white-wine vinegar,white-wine vinegar,2.0,0.0,tablespoon,
81164,1 bay leaf,bay leaf,1.0,0.0,,
81165,"1 1/2 pounds fresh mussels, about 1 quart, well scrubbed","fresh mussels, about 1 quart, well scrubbed",1.5,0.0,pound,
81166,2 to 3 tablespoons flying fish roe to garnish,flying fish roe,2.0,3.0,tablespoon,to garnish
81167,"1 large red onion, thinly sliced",red onion,1.0,0.0,,"large, thinly sliced"
81168,Flour for dredging,Flour,0.0,0.0,,for dredging
81169,About 1/4 cup vegetable oil,vegetable oil,0.25,0.0,cup,
81170,About 1/4 cup of sesame oil,sesame oil,0.25,0.0,cup,
81171,"12 soft-shell crabs, cleaned",crabs,12.0,0.0,,"soft-shell, cleaned"
81172,"1 clove garlic, peeled and left whole",garlic,1.0,0.0,clove,peeled and left whole
81173,"1 jalapeno chili, left whole",jalapeno chili,1.0,0.0,,left whole
81174,"1/2 ounce fresh ginger, cut in julienne",ginger,0.5,0.0,ounce,"fresh, cut in julienne"
81175,2 cups ponzu (Japanese citrus sauce),ponzu,2.0,0.0,cup,Japanese citrus sauce
81176,1 1/2 cups light soy sauce,light soy sauce,1.5,0.0,cup,
81177,"1 small bunch fresh coriander leaves, chopped",coriander leaves,1.0,0.0,bunch,"small fresh, chopped"
81178,1 cup sake,sake,1.0,0.0,cup,
81179,"1 large scallion, thinly sliced",scallion,1.0,0.0,,"large, thinly sliced"
81180,2 tablespoons olive oil,olive oil,2.0,0.0,tablespoon,
81181,"8 jumbo soft-shell crabs, cleaned",crabs,8.0,0.0,,"jumbo soft-shell, cleaned"
81182,"4 ounces unsalted butter, chopped in pieces",unsalted butter,4.0,0.0,ounce,chopped in pieces
81183,Coarse salt and cayenne pepper to taste,salt and cayenne pepper,0.0,0.0,,Coarse to taste
81184,"1 2-inch slice fresh ginger, peeled and finely grated",ginger,1.0,0.0,slice,"2-inch fresh, peeled and finely grated"
81185,3 ounces heavy cream,heavy cream,3.0,0.0,ounce,
81186,3 tablespoons fresh lime juice,lime juice,3.0,0.0,tablespoon,fresh
81187,3 ounces white port,white port,3.0,0.0,ounce,
81188,3 tablespoons minced shallots,shallots,3.0,0.0,tablespoon,minced
81189,Parsley or basil leaves for garnishing,Parsley,0.0,0.0,,or basil leaves for garnishing
81190,Flour for dredging,Flour,0.0,0.0,,for dredging
81191,3 tablespoons peanut oil,peanut oil,3.0,0.0,tablespoon,
81192,Milk for dipping,Milk,0.0,0.0,,for dipping
81193,"8 hotel or 12 prime crabs, cleaned",soft-shell crabs,8.0,0.0,,"hotel or 12 prime, cleaned"
81194,Peanut oil for deep frying,Peanut oil,0.0,0.0,,for deep frying
81195,1 tablespoon chopped fresh basil,basil,1.0,0.0,tablespoon,chopped fresh
81196,1 to 2 drops lemon juice (optional),lemon juice,1.0,2.0,drop,optional
81197,2 medium leeks,leeks,2.0,0.0,,medium
81198,1 teaspoon chopped parsley,parsley,1.0,0.0,teaspoon,chopped
81199,"1/4 pound chilled, unsalted butter, cut into small cubes",unsalted butter,0.25,0.0,pound,"chilled, cut into small cubes"
81200,Cayenne pepper to taste,Cayenne pepper,0.0,0.0,,to taste
81201,Coarse salt and freshly ground pepper to taste,salt and pepper,0.0,0.0,,Coarse freshly ground to taste
81202,"2 tomatoes, peeled, seeded and diced",tomatoes,2.0,0.0,,"peeled, seeded and diced"
81203,2 tablespoons olive oil,olive oil,2.0,0.0,tablespoon,
81204,"1 shallot, finely chopped",shallot,1.0,0.0,,finely chopped
81205,"1/2 clove garlic, chopped (any green part removed)",garlic,0.5,0.0,clove,chopped (any green part removed)
81206,"1 teaspoon bijol (optional, see note)",bijol,1.0,0.0,teaspoon,"optional, see note"
81207,1 tablespoon cornstarch or yuca starch,cornstarch,1.0,0.0,tablespoon,or yuca starch
81208,1 teaspoon butter at room temperature,butter,1.0,0.0,teaspoon,at room temperature
81209,1/2 teaspoon salt,salt,0.5,0.0,teaspoon,
81210,2 cups precooked white cornmeal,white cornmeal,2.0,0.0,cup,precooked
81211,3 cups (approximately) vegetable oil,Vegetable oil,3.0,0.0,cup,approximately
81212,2 cups water,water,2.0,0.0,cup,
81213,3 tablespoons vegetable oil,Vegetable oil,3.0,0.0,tablespoon,
81214,"1 tomato, peeled, seeded and chopped",tomato,1.0,0.0,,"peeled, seeded and chopped"
81215,"3 garlic cloves, minced",garlic,3.0,0.0,clove,minced
81216,1 teaspoon cumin powder,cumin,1.0,0.0,teaspoon,powder
81217,1/4 teaspoon paprika,paprika,0.25,0.0,teaspoon,
81218,Salt and freshly ground pepper to taste,Salt and ground pepper,0.0,0.0,,freshly ground to taste
81219,"4 1/2 cups cake flour, sifted",cake flour,4.5,0.0,cup,sifted
81220,1/2 teaspoon salt,salt,0.5,0.0,teaspoon,
81221,1/2 bay leaf,bay leaf,0.5,0.0,,
81222,"1 garlic clove, crushed",garlic,1.0,0.0,clove,crushed
81223,"1/4 pound skinless, boneless chicken",chicken,0.25,0.0,pound,skinless boneless
81224,1 medium-sized potato,potato,1.0,0.0,,medium-sized
81225,"1 large onion, chopped",onion,1.0,0.0,,"large, chopped"
81226,2 tablespoons brandy,brandy,2.0,0.0,tablespoon,
81227,1 teaspoon vanilla,vanilla,1.0,0.0,teaspoon,
81228,1 1/2 cups sugar,sugar,1.5,0.0,cup,
81229,"9 eggs, separated",eggs,9.0,0.0,,separated
81230,"2 cups sweet butter at room temperature, plus butter for greasing cake pan",sweet butter,2.0,0.0,cup,"at room temperature, plus butter for greasing cake pan"
81231,Butter for greasing cake pan,Butter,1.0,0.0,,for greasing cake pan
81232,"10 eggs, separated",eggs,10.0,0.0,,separated
81233,2 teaspoons powdered cinnamon,powdered cinnamon,2.0,0.0,teaspoon,
81234,"1 pound cake (<a href=""http://cooking.nytimes.com/recipes/2405-pound-cake"">see recipe</a>)",cake,1.0,0.0,pound,see recipe
81235,7 ounces unsweetened shredded coconut,coconut,7.0,0.0,ounce,unsweetened shredded
81236,3 cups water,water,3.0,0.0,cup,
81237,2 cinnamon sticks,cinnamon,2.0,0.0,stick,
81238,2 cups sugar,sugar,2.0,0.0,cup,
81239,9 ounces raisins,raisins,9.0,0.0,ounce,
81240,"1/2 green pepper, chopped","green pepper, chopped",0.5,0.0,,
81241,1 cup water,water,1.0,0.0,cup,
81242,2 pounds lean flank steak,lean flank steak,2.0,0.0,pound,
81243,1 1/3 cups sherry,sherry,1.33,0.0,cup,
81244,Salt to taste,salt to taste,0.0,0.0,,
81245,1/4 teaspoon cayenne pepper,cayenne pepper,0.25,0.0,teaspoon,
81246,"1/4 pound queso blanco (white cheese), crumbled","queso blanco (white cheese), crumbled",0.25,0.0,pound,
81247,6 ounces beer,beer,6.0,0.0,ounce,
81248,"1 onion, chopped","onion, chopped",1.0,0.0,,
81249,1 teaspoon powdered cumin,powdered cumin,1.0,0.0,teaspoon,
81250,1 teaspoon paprika,paprika,1.0,0.0,teaspoon,
81251,Freshly ground pepper to taste,Freshly ground pepper to taste,0.0,0.0,,
81252,"1 tomato, peeled, seeded and chopped",tomato,1.0,0.0,,"peeled, seeded and chopped"
81253,Salt to taste,Salt,0.0,0.0,,to taste
81254,1 tablespoon vegetable oil,Vegetable oil,1.0,0.0,tablespoon,
81255,"1 medium-size onion, chopped","medium-size onion, chopped",1.0,0.0,,
81256,6 medium-size red potatoes,medium-size red potatoes,6.0,0.0,,
81257,3 cups (approximately) vegetable oil for frying,Vegetable oil,3.0,0.0,cup,(approximately) for frying
81258,Salt to taste,Salt,0.0,0.0,,to taste
81259,1 1/2 pounds frozen yuca,yuca,1.5,0.0,pound,frozen
81260,3 pounds frozen yuca,yuca,3.0,0.0,pound,frozen
81261,3 green plantains,green plantains,3.0,0.0,,
81262,"1 1/2 pounds lean stew beef, cut into bite-sized cubes",beef,1.5,0.0,pound,"lean stew, cut into bite-sized cubes"
81263,2 tablespoons coarse salt,salt,2.0,0.0,tablespoon,coarse
81264,Papri Fresh,Papri,0.0,0.0,,Fresh
81265,6 quarts water,water,6.0,0.0,quart,
81266,10 sprigs fresh cilantro,cilantro,10.0,0.0,sprig,fresh
81267,5 scallions,scallions,5.0,0.0,,
81268,"6 large garlic cloves, peeled and crushed",garlic,6.0,0.0,clove,peeled and crushed
81269,"1 1/2 pounds oxtail, usually sold in 2-inch-long pieces",oxtail,1.5,0.0,pound,usually sold in 2-inch-long pieces
81270,Salt to taste,Salt,0.0,0.0,,to taste
81271,1 tablespoon vegetable oil,Vegetable oil,1.0,0.0,tablespoon,
81272,2 ounces water,water,2.0,0.0,ounce,
81273,2 ounces white wine vinegar,white wine vinegar,2.0,0.0,ounce,
81274,1 tablespoon minced hot red or green chilies (or to taste),chilies,1.0,0.0,tablespoon,minced hot red or green (or to taste)
81275,"1 tomato, peeled, seeded and minced",tomato,1.0,0.0,,"peeled, seeded and minced"
81276,1/4 cup minced fresh coriander,coriander,0.25,0.0,cup,minced fresh
81277,"7 scallions, white parts only, minced",scallions,7.0,0.0,,"white parts only, minced"
81278,Chopped cilantro for garnish,cilantro,0.0,0.0,,Chopped for garnish
81279,"About 1 1/2 pounds boneless chicken thighs, or 2 pounds thighs with bones",chicken thighs,1.5,0.0,pound,"About boneless, or 2 pounds thighs with bones"
81280,1/2 cup fresh or canned chicken broth,fresh or canned chicken broth,0.5,0.0,cup,
81281,1 bay leaf,bay leaf,1.0,0.0,,
81282,1/4 teaspoon dried thyme,dried thyme,0.25,0.0,teaspoon,
81283,1/4 teaspoon dried hot red pepper flakes,dried hot red pepper flakes,0.25,0.0,teaspoon,
81284,Finely chopped parsley for garnish,finely chopped parsley for garnish,0.0,0.0,,
81285,"4 cloves garlic, peeled",garlic,4.0,0.0,clove,peeled
81286,"1 small onion, quartered",onion,1.0,0.0,,"small, quartered"
81287,"1 tablespoon fresh oregano, or 1 teaspoon dried",oregano,1.0,0.0,tablespoon,"fresh, or 1 teaspoon dried"
81288,2 teaspoons ground cumin,cumin,2.0,0.0,teaspoon,ground
81289,"1/4 teaspoon cayenne, or to taste",cayenne,0.25,0.0,teaspoon,or to taste
81290,Pinch ground cloves,cloves,1.0,0.0,pinch,ground
81291,Salt and pepper,Salt and pepper,0.0,0.0,,
81292,1 tablespoon peanut or other oil,oil,1.0,0.0,tablespoon,peanut or other
81293,2 tablespoons freshly squeezed lime juice,lime juice,2.0,0.0,tablespoon,freshly squeezed
81294,"2 tablespoons orange juice, preferably freshly squeezed",orange juice,2.0,0.0,tablespoon,preferably freshly squeezed
81295,1/2 cup dry white wine,dry white wine,0.5,0.0,cup,
81296,1/4 cup red-wine vinegar,red-wine vinegar,0.25,0.0,cup,
81297,1 tablespoon finely minced garlic,finely minced garlic,1.0,0.0,tablespoon,
81298,"1 chicken, 3 pounds, cut into quarters","chicken, 3 pounds, cut into quarters",1.0,0.0,,
81299,Salt to taste,salt to taste,0.0,0.0,,
81300,Freshly ground pepper to taste,freshly ground pepper to taste,0.0,0.0,,
81301,"2 small eggplants, about 1 1/4 pounds total","small eggplants, about 1 1/4 pounds total",2.0,0.0,,
81302,"1 large onion, about 1/2 pound, peeled","large onion, about 1/2 pound, peeled",1.0,0.0,,
81303,"2 small tomatoes, about 1/2 pound total","small tomatoes, about 1/2 pound total",2.0,0.0,,
81304,2 tablespoons olive oil,olive oil,2.0,0.0,tablespoon,
81305,"Freshly ground black pepper, to taste",black pepper,0.0,0.0,,"Freshly ground, to taste"
81306,1/4 teaspoon kosher salt,salt,0.25,0.0,teaspoon,kosher
81307,1/2 teaspoon dried thyme,thyme,0.5,0.0,teaspoon,dried
81308,1 16-ounce can stewed tomatoes,tomatoes,16.0,0.0,ounce,1 16-ounce can stewed
81309,3 tablespoons currants,currants,3.0,0.0,tablespoon,
81310,1/3 cup blanched toasted almonds,almonds,0.33,0.0,cup,blanched toasted
81311,"1 2-pound boned leg of lamb, butterflied",leg of lamb,2.0,0.0,pound,"1 2-pound boned, butterflied"
81312,1 cup plain low-fat yogurt,yogurt,1.0,0.0,cup,plain low-fat
81313,2 large limes,limes,2.0,0.0,,large
81314,"1 broiler chicken, about 3 1/2 pounds, cut into 12 pieces",broiler chicken,1.0,0.0,,"about 3 1/2 pounds, cut into 12 pieces"
81315,1/4 cup butter,butter,0.25,0.0,cup,
81316,"1 medium-size onion, diced",onion,1.0,0.0,,"medium-size, diced"
81317,"1 clove garlic, minced (green part removed)",garlic,1.0,0.0,clove,minced (green part removed)
81318,"1 stalk celery, chopped",celery,1.0,0.0,stalk,chopped
81319,1 1/2 teaspoons curry powder,curry powder,1.5,0.0,teaspoon,
81320,"1 clove garlic, peeled and crushed",garlic,1.0,0.0,clove,peeled and crushed
81321,"1 medium-size green pepper, cored, seeded and diced",green pepper,1.0,0.0,,"medium-size, cored, seeded and diced"
81322,1 teaspoon salt,salt,1.0,0.0,teaspoon,
81323,1/4 teaspoon freshly ground black pepper,black pepper,0.25,0.0,teaspoon,freshly ground
81324,1/4 cup flour,flour,0.25,0.0,cup,
81325,"2 tablespoons fresh coriander, chopped",coriander,2.0,0.0,tablespoon,"fresh, chopped"
81326,1/2 cup yogurt,yogurt,0.5,0.0,cup,
81327,1 teaspoon ground cumin seed,cumin seed,1.0,0.0,teaspoon,ground
81328,1 teaspoon ground fennel seed,fennel seed,1.0,0.0,teaspoon,ground
81329,1 teaspoon ground coriander,coriander,1.0,0.0,teaspoon,ground
81330,1/2 teaspoon turmeric,turmeric,0.5,0.0,teaspoon,
81331,1 tablespoon chopped parsley,parsley,1.0,0.0,tablespoon,chopped
81332,3 tablespoons finely chopped scallions,scallions,3.0,0.0,tablespoon,finely chopped
81333,1 teaspoon cumin seeds,cumin seeds,1.0,0.0,teaspoon,
81334,2 pounds shrimp,shrimp,2.0,0.0,pound,
81335,1 ancho chile,ancho chile,1.0,0.0,,
81336,1 large onion,onion,1.0,0.0,,large
81337,3 tablespoons vegetable oil,vegetable oil,3.0,0.0,tablespoon,
81338,1 tablespoon sea or kosher salt,salt,1.0,0.0,tablespoon,sea or kosher
81339,2 1/2 cups lukewarm water,water,2.5,0.0,cup,lukewarm
81340,5 to 6 cups unbleached white bread flour,white bread flour,5.0,6.0,cup,unbleached
81341,"1/3 whole nutmeg, grated",nutmeg,0.33,0.0,,"whole, grated"
81342,2 teaspoons dry yeast,dry yeast,2.0,0.0,teaspoon,
81343,1 teaspoon whole black peppercorns,black peppercorns,1.0,0.0,teaspoon,whole
81344,2 inches of a cinnamon stick,cinnamon,1.0,0.0,stick,2 inches of
81345,1 teaspoon whole cloves,cloves,1.0,0.0,teaspoon,whole
81346,1 teaspoon whole black cumin seeds,black cumin seeds,1.0,0.0,teaspoon,whole
81347,1 tablespoon cardamom seeds,cardamom seeds,1.0,0.0,tablespoon,
81348,1 teaspoon canola oil,canola oil,1.0,0.0,teaspoon,
81349,2 tablespoons crushed cumin seeds,cumin seeds,2.0,0.0,tablespoon,crushed
81350,1 teaspoon cracked black pepper,black pepper,1.0,0.0,teaspoon,cracked
81351,4 teaspoons grainy Dijon mustard,Dijon mustard,4.0,0.0,teaspoon,grainy
81352,1 teaspoon kosher salt,salt,1.0,0.0,teaspoon,kosher
81353,4 8-ounce pork chops,pork chops,4.0,0.0,,4 8-ounce chops
81354,2 teaspoons fresh lemon juice,lemon juice,2.0,0.0,teaspoon,fresh
81355,Freshly ground pepper to taste,pepper,0.0,0.0,,Freshly ground to taste
81356,1 teaspoon kosher salt,salt,1.0,0.0,teaspoon,kosher
81357,1 tablespoon olive oil,olive oil,1.0,0.0,tablespoon,
81358,"8 medium carrots, peeled and cut into 1-inch-by-2-inch sticks",carrots,8.0,0.0,,"medium, peeled and cut into 1-inch-by-2-inch sticks"
81359,1 tablespoon finely chopped Italian parsley,parsley,1.0,0.0,tablespoon,finely chopped Italian
81360,2 teaspoons olive oil,olive oil,2.0,0.0,teaspoon,
81361,"1 medium clove garlic, peeled and minced",garlic,1.0,0.0,clove,peeled and minced
81362,1 tablespoon ground cumin,cumin,1.0,0.0,tablespoon,ground
81363,"2 1/2 cups chicken broth, homemade or low-sodium canned",chicken broth,2.5,0.0,cup,homemade or low-sodium canned
81364,"3 15 1/2-ounce cans chickpeas, drained and rinsed",chickpeas,46.5,0.0,ounce,"3 15 1/2-ounce cans, drained and rinsed"
81365,2 tablespoons Champagne vinegar,Champagne vinegar,2.0,0.0,tablespoon,
81366,Freshly ground pepper to taste,pepper,0.0,0.0,,Freshly ground to taste
81367,1 1/2 teaspoons kosher salt,salt,1.5,0.0,teaspoon,kosher
81368,1/2 teaspoon Dijon mustard,Dijon mustard,0.5,0.0,teaspoon,
81369,1 cup whole almonds,almonds,1.0,0.0,cup,whole
81370,Oil for deep-frying,Oil,0.0,0.0,,for deep-frying
81371,Confectioners' sugar,Confectioners' sugar,0.0,0.0,,
81372,2 cups all-purpose flour,all-purpose flour,2.0,0.0,cup,
81373,Pinch salt,salt,1.0,0.0,pinch,
81374,1/3 cup firmly packed light brown sugar,sugar,0.33,0.0,cup,firmly packed light brown
81375,"11 tablespoons chilled unsalted butter, diced",unsalted butter,11.0,0.0,tablespoon,"chilled, diced"
81376,"2 egg yolks, lightly beaten",egg,2.0,0.0,,"yolks, lightly beaten"
81377,"12 ounces frozen raspberries, thawed",raspberries,12.0,0.0,ounce,"frozen, thawed"
81378,1/4 cup granulated sugar,sugar,0.25,0.0,cup,granulated
81379,1 tablespoon cornstarch,cornstarch,1.0,0.0,tablespoon,
81380,2 teaspoons cumin seeds,cumin seeds,2.0,0.0,teaspoon,
81381,1/4 cup orange juice,orange juice,0.25,0.0,cup,
81382,1/2 teaspoon ground ginger,ginger,0.5,0.0,teaspoon,ground
81383,"8 tablespoons unsalted butter, melted",unsalted butter,8.0,0.0,tablespoon,melted
81384,1 1/2 cups milk,milk,1.5,0.0,cup,
81385,"3 medium Granny Smith apples, peeled, cored and cut into 1/4-inch dice",apples,3.0,0.0,,"medium Granny Smith, peeled, cored and cut into 1/4-inch dice"
81386,1/2 teaspoon ground cloves,cloves,0.5,0.0,teaspoon,ground
81387,1 3/4 cups flour,flour,1.75,0.0,cup,
81388,3 packages dry yeast,dry yeast,3.0,0.0,package,
81389,1/2 cup warm water,water,0.5,0.0,cup,warm
81390,Pinch of sugar,sugar,1.0,0.0,pinch,
81391,1 3/4 cups raisins,raisins,1.75,0.0,cup,
81392,4 cups all-purpose flour,all-purpose flour,4.0,0.0,cup,
81393,1/4 teaspoon salt,salt,0.25,0.0,teaspoon,
81394,1 tablespoon cinnamon,cinnamon,1.0,0.0,tablespoon,
81395,"6 large eggs, separated",eggs,6.0,0.0,,"large, separated"
81396,"1 cup unsalted butter, softened",unsalted butter,1.0,0.0,cup,softened
81397,2 7-ounce packages sweetened coconut flakes,coconut flakes,14.0,0.0,ounce,2 7-ounce packages sweetened
81398,1/4 teaspoon salt,salt,0.25,0.0,teaspoon,
81399,3 1/2 cups all-purpose flour,all-purpose flour,3.5,0.0,cup,
81400,3/4 cup cold water,water,0.75,0.0,cup,cold
81401,8 1/2 cups flour,flour,8.5,0.0,cup,
81402,1 cup milk,milk,1.0,0.0,cup,
81403,2 tablespoons caraway seeds,caraway seeds,2.0,0.0,tablespoon,
81404,Finely grated zest of 2 oranges,oranges,2.0,0.0,,Finely grated zest of
81405,"1 cup unsalted butter, softened",unsalted butter,1.0,0.0,cup,softened
81406,1 1/2 cups sugar,sugar,1.5,0.0,cup,
81407,"1 large egg, lightly beaten",egg,1.0,0.0,,"large, lightly beaten"
81408,"1 1/4 cups butter, chilled",butter,1.25,0.0,cup,chilled
81409,1 teaspoon salt,salt,1.0,0.0,teaspoon,
81410,1 teaspoon baking soda,baking soda,1.0,0.0,teaspoon,
81411,"1 pound light brown sugar, sifted",sugar,1.0,0.0,pound,"light brown, sifted"
81412,2 tablespoons sugar,sugar,2.0,0.0,tablespoon,
81413,2 tablespoons water,water,2.0,0.0,tablespoon,
